name,platform,year,genre,publisher,na,eu,jp,other,global_sales,label
Tiger Woods PGA Tour 07,30,2006,11,139,0.13,0.05,0,0.01,0.19,0
Call of Juarez,29,2007,9,532,0.14,0.02,0,0.01,0.19,0
Star Wars: The Clone Wars & Tetris Worlds,30,2002,4,328,0.14,0.04,0,0.01,0.19,0
The Bee Game,5,2007,2,330,0.17,0,0,0.01,0.19,0
EverQuest Online Adventures: Frontiers,17,2003,8,468,0.09,0.07,0,0.02,0.19,0
Cabela's Survival: Shadows of Katmai,29,2011,11,17,0.14,0.03,0,0.01,0.19,0
NBA Ballers: Chosen One,29,2008,11,330,0.17,0,0,0.01,0.19,0
WWE All Stars,20,2011,3,514,0.12,0.04,0,0.03,0.19,0
Treasures of the Deep,16,1997,1,351,0.1,0.07,0,0.01,0.19,0
Phantasy Star Online Ver. 2,4,2001,8,452,0,0,0.19,0,0.19,0
EyePet & Friends,18,2011,10,464,0.06,0.09,0,0.03,0.19,0
The Lord of the Rings: War in the North,14,2011,1,558,0.04,0.11,0,0.03,0.18,0
Major League Baseball 2K10,18,2010,11,498,0.17,0,0,0.01,0.18,0
Fight Club,17,2004,3,554,0.09,0.07,0,0.02,0.18,0
Hello Kitty: Birthday Adventures,5,2010,2,351,0.06,0.11,0,0.02,0.18,0
Syndicate,29,2012,9,139,0.1,0.06,0,0.02,0.18,0
Dance Dance Revolution: Disney Grooves,26,2009,10,282,0.17,0,0,0.01,0.18,0
Pure Futbol,29,2010,11,532,0.08,0.09,0,0.02,0.18,0
Harvest Moon: A Wonderful Life Special Edition,17,2004,10,7,0.09,0.07,0,0.02,0.18,0
Sports Illustrated for Kids: Football,7,2003,11,61,0.13,0.05,0,0,0.18,0
The Last Airbender,5,2010,1,514,0.13,0.04,0,0.01,0.18,0
Happy Cooking,5,2006,10,532,0.17,0,0,0.01,0.18,0
.hack//Quarantine Part 4: The Final Chapter,17,2003,8,54,0.09,0.07,0,0.02,0.18,0
Close Combat: First to Fight,30,2005,9,498,0.14,0.04,0,0.01,0.18,0
MotoGP 14,19,2014,7,333,0.04,0.11,0,0.04,0.18,0
Indiana Jones and the Emperor's Tomb,30,2003,1,296,0.14,0.04,0,0.01,0.18,0
NBA Live 08,26,2007,11,139,0.17,0,0,0.02,0.18,0
Buffy the Vampire Slayer: Chaos Bleeds,17,2003,1,554,0.09,0.07,0,0.02,0.18,0
Half-Minute Hero,20,2009,8,439,0.08,0.02,0.07,0.02,0.18,0
Rock Band Track Pack Volume 2,29,2008,4,345,0.16,0.01,0,0.01,0.18,0
Reel Fishing II,16,2000,11,547,0.1,0.07,0,0.01,0.18,0
Ringling Bros. and Barnum & Bailey Circus,26,2009,1,498,0.17,0,0,0.01,0.18,0
The Walking Dead: Season One,21,2013,2,474,0.14,0,0.01,0.03,0.18,0
Ty the Tasmanian Tiger,30,2002,5,139,0.14,0.04,0,0.01,0.18,0
Dead or Alive,22,1997,3,506,0,0,0.18,0,0.18,0
Driving Emotion Type-S,17,2000,7,139,0.04,0.03,0.11,0.01,0.18,0
Siren,17,2003,2,464,0.09,0.07,0,0.02,0.18,0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",5,2005,1,126,0.15,0.02,0,0.01,0.18,0
NARC,30,2005,9,330,0.14,0.04,0,0.01,0.18,0
Naruto Shippuden: Dragon Blade Chronicles,26,2009,1,7,0.11,0.02,0.05,0.01,0.18,0
Dynasty Warriors 8: Empires,19,2014,1,506,0.06,0.07,0.03,0.02,0.18,0
Super Robot Taisen J,7,2005,12,62,0,0,0.18,0,0.18,0
Evolve,14,2015,9,498,0.07,0.1,0,0.01,0.18,0
Nep League DS,5,2007,11,262,0,0,0.18,0,0.18,0
Ar tonelico 2: Melody of Metafalica,17,2007,8,371,0.04,0.03,0.11,0.01,0.18,0
de Blob 2,26,2011,5,514,0.11,0.06,0,0.02,0.18,0
Lips: Party Classics,29,2010,4,328,0.05,0.11,0,0.02,0.18,0
Casper: Friends Around the World,16,2000,1,501,0.1,0.07,0,0.01,0.18,0
Borderlands,14,2009,9,498,0.01,0.14,0,0.04,0.18,0
Jurassic Park III: Island Attack,7,2001,2,282,0.13,0.05,0,0,0.18,0
Chaotic: Shadow Warriors,5,2009,1,17,0.17,0,0,0.01,0.18,0
Ghostbusters: The Video Game,20,2009,1,54,0.16,0.01,0,0.02,0.18,0
GameBoy Wars,6,1991,12,368,0,0,0.18,0,0.18,0
Amplitude,17,2003,4,464,0.09,0.07,0,0.02,0.18,0
Alone in the Dark,26,2008,2,54,0.09,0.08,0,0.02,0.18,0
Company of Heroes: Anthology,14,2009,12,514,0,0.15,0,0.04,0.18,0
Shape Up,31,2014,4,532,0.08,0.09,0,0.01,0.18,0
Gauntlet: Seven Sorrows,30,2005,8,330,0.14,0.04,0,0.01,0.18,0
AirForce Delta Storm,30,2001,9,282,0.14,0.04,0,0.01,0.18,0
Trauma Team,26,2009,10,999,0.15,0,0.02,0.01,0.18,0
Monopoly Party,30,2002,4,246,0.14,0.04,0,0.01,0.18,0
Fear Effect 2: Retro Helix,16,2001,1,138,0.1,0.07,0,0.01,0.18,0
How to Train Your Dragon,18,2010,1,17,0.12,0.04,0,0.02,0.18,0
Remember Me,29,2013,1,82,0.1,0.07,0,0.02,0.18,0
International Superstar Soccer 2000 (JP weekly sales),11,1999,11,282,0,0,0.18,0,0.18,0
Chocobo no Fushigi Dungeon for WonderSwan,28,1999,8,351,0,0,0.18,0,0.18,0
Klonoa: Door to Phantomile,16,1997,5,464,0,0,0.17,0.01,0.18,0
Vietcong: Purple Haze,17,2004,9,189,0.09,0.07,0,0.02,0.18,0
Hitman: HD Trilogy,29,2013,1,474,0.07,0.09,0,0.02,0.18,0
Atari Anniversary Advance,7,2002,4,54,0.13,0.05,0,0,0.18,0
Summer Athletics: The Ultimate Challenge,17,2008,11,132,0,0,0,0.18,0.18,0
Driver: San Francisco,14,2011,7,532,0.05,0.1,0,0.03,0.18,0
Metal Gear Ac!d 2,20,2005,12,282,0.11,0.01,0.05,0.01,0.18,0
Hatsune Miku and Future Stars: Project Mirai,3,2012,4,452,0,0,0.18,0,0.18,0
Let's TAP,26,2008,4,452,0.09,0.06,0.01,0.02,0.18,0
X-Men Origins: Wolverine,17,2009,1,17,0.13,0,0,0.05,0.18,0
TalkMan (Japan),20,2005,4,464,0,0,0.18,0,0.18,0
Cabela's Adventure Camp,26,2011,4,17,0.15,0.02,0,0.01,0.18,0
LEGO Marvel's Avengers,3,2016,1,558,0.07,0.08,0.01,0.01,0.18,0
Bloody Roar: Primal Fury,8,2002,3,17,0.14,0.04,0,0,0.18,0
Shrek SuperSlam,5,2005,1,17,0.17,0,0,0.01,0.18,0
We Sing UK Hits,26,2011,4,376,0,0.16,0,0.02,0.18,0
Mega Man Soccer,24,1993,11,82,0.04,0.01,0.13,0,0.18,0
The Chronicles of Narnia: Prince Caspian,29,2008,1,126,0.16,0.01,0,0.01,0.18,0
ZhuZhu Puppies,5,2011,10,17,0.13,0.04,0,0.01,0.18,0
Rabbids Party Collection,26,2010,4,532,0,0.16,0,0.02,0.18,0
Trinity Universe,18,2009,8,371,0.07,0.06,0.03,0.02,0.18,0
Jewel Match,5,2010,6,411,0.05,0.12,0,0.02,0.18,0
FIFA Soccer 07,8,2006,11,139,0.14,0.04,0,0,0.18,0
Dungeon Travelers 2: The Royal Library & The Monster Seal,21,2014,8,56,0.07,0.03,0.05,0.03,0.18,0
Dying Light,14,2015,1,558,0.11,0.06,0,0.02,0.18,0
Vampire Savior: The Lord of Vampire,22,1998,3,82,0,0,0.18,0,0.18,0
Pok̩mon I Choose You / Squirtle Squad Game Boy Advance Video,7,2004,4,368,0.13,0.05,0,0,0.18,0
Super Robot Taisen UX,3,2013,8,351,0,0,0.18,0,0.18,0
Six Flags Fun Park,5,2008,4,79,0.17,0,0,0.01,0.18,0
Test Drive Off-Road Wide Open,30,2001,7,246,0.15,0.03,0,0.01,0.18,0
Guilty Gear Xrd: Sign,18,2014,3,36,0.09,0,0.07,0.02,0.18,0
Pro Yaky? Spirits 2011,18,2011,11,282,0,0,0.18,0,0.18,0
Ben 10 Ultimate Alien: Cosmic Destruction,29,2010,5,111,0.1,0.06,0,0.02,0.18,0
Dengeki Bunko Fighting Climax,21,2014,3,452,0.08,0,0.07,0.03,0.18,0
Battle Commander: Hachibushu Shura no Heihou,24,1991,12,62,0,0,0.18,0,0.18,0
Backbreaker,29,2010,11,999,0.17,0,0,0.01,0.18,0
Odin Sphere: Leifthrasir,19,2016,8,371,0.06,0.03,0.07,0.02,0.18,0
Bad Boys: Miami Takedown,30,2004,9,143,0.14,0.04,0,0.01,0.18,0
Jampack Vol. 1,16,1996,4,464,0.1,0.07,0,0.01,0.18,0
Spider-Man: Friend or Foe,20,2007,1,17,0.16,0,0,0.01,0.18,0
Mega Man X: Command Mission,17,2004,8,82,0.09,0.07,0,0.02,0.18,0
Tokyo Xtreme Racer DRIFT,17,2003,7,191,0.09,0.07,0,0.02,0.18,0
Moon,16,1997,2,45,0,0,0.17,0.01,0.18,0
FIFA Soccer 11,14,2010,11,139,0,0.14,0,0.04,0.18,0
LEGO Marvel Super Heroes,14,2013,1,558,0.04,0.12,0,0.02,0.18,0
Cabela's Big Game Hunter 2005 Adventures,30,2004,11,17,0.13,0.04,0,0.01,0.18,0
Disney Friends,5,2007,10,126,0.13,0.04,0,0.01,0.18,0
Sesame Street: Elmo's Letter Adventure,11,1999,4,364,0.14,0.04,0,0,0.18,0
Re-Volt,11,1999,7,13,0.14,0.04,0,0,0.18,0
Gokujou Parodius,24,1994,9,282,0,0,0.18,0,0.18,0
Hyperdimension Neptunia,21,2013,8,98,0.09,0,0.07,0.02,0.18,0
Gauntlet: Dark Legacy,8,2002,1,330,0.14,0.04,0,0,0.18,0
A.C.E.: Another Century's Episode 2,17,2006,10,62,0,0,0.18,0,0.18,0
Guitar Hero Live,27,2015,4,17,0.12,0.04,0,0.02,0.18,0
Shadow The Hedgehog,30,2005,5,452,0.13,0.04,0,0.01,0.18,0
Ridge Racer Unbounded,18,2012,7,351,0.05,0.1,0,0.03,0.18,0
Burnout Legends,5,2005,7,139,0.15,0.02,0,0.01,0.18,0
Horrid Henry: Missions of Mischief,5,2010,2,469,0.01,0.15,0,0.02,0.18,0
Batman: Vengeance,7,2001,2,532,0.13,0.05,0,0,0.18,0
Full Auto 2: Battlelines,18,2006,7,452,0.14,0.02,0,0.02,0.18,0
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,4,2000,11,452,0,0,0.18,0,0.18,0
The Adventures of Cookie & Cream,17,2000,6,143,0.09,0.07,0,0.02,0.18,0
Van Helsing,30,2007,1,17,0.13,0.04,0,0.01,0.18,0
Aliens: Colonial Marines,14,2013,9,452,0.1,0.06,0,0.02,0.18,0
Splatterhouse,29,2010,1,351,0.14,0.03,0,0.01,0.18,0
MindJack,18,2011,9,474,0.07,0.08,0,0.03,0.18,0
Dark Souls II,14,2014,8,351,0.08,0.08,0,0.02,0.18,0
Daigasso! Band Brothers P,3,2013,4,368,0,0,0.18,0,0.18,0
Gun,8,2005,9,17,0.14,0.04,0,0,0.18,0
World of Outlaws: Sprint Cars,29,2010,7,514,0.17,0,0,0.01,0.18,0
Marvel Super Hero Squad: Comic Combat,29,2011,1,514,0.13,0.04,0,0.01,0.18,0
SingStar Motown,18,2009,4,464,0,0.16,0,0.02,0.18,0
Cabela's Legendary Adventures,26,2008,11,17,0.17,0,0,0.01,0.18,0
F1 Challenge,22,1994,7,452,0,0,0.18,0,0.18,0
Transformers: Dark of the Moon,26,2011,1,17,0.1,0.07,0,0.02,0.18,0
Shadow Madness,16,1999,1,102,0.1,0.07,0,0.01,0.18,0
Tom Clancy's Ghost Recon: Future Soldier,14,2012,9,532,0.05,0.1,0,0.03,0.18,0
Tiger Woods PGA Tour 2004,7,2003,11,139,0.13,0.05,0,0,0.18,0
Aliens: Infestation,5,2011,1,452,0.1,0.06,0,0.02,0.18,0
Brink,14,2011,9,65,0.06,0.09,0,0.03,0.18,0
The Game of Life / Yahtzee / Payday,7,2005,4,575,0.13,0.05,0,0,0.18,0
American Chopper 2: Full Throttle,17,2005,7,575,0.09,0.07,0,0.02,0.18,0
Dynasty Warriors: Gundam 3,29,2010,1,506,0.11,0.04,0.02,0.01,0.18,0
FIFA 16,14,2015,11,139,0.04,0.13,0,0.01,0.18,0
Silent Hill 4: The Room,30,2004,1,282,0.14,0.04,0,0.01,0.18,0
Heavy Fire: Afghanistan,18,2011,9,999,0.17,0,0,0.01,0.18,0
Commandos 2: Men of Courage,17,2002,12,138,0.09,0.07,0,0.02,0.18,0
Doom (2016),14,2016,9,65,0.06,0.1,0,0.01,0.18,0
Chuck E. Cheese's Party Games,5,2010,4,535,0.17,0,0,0.01,0.18,0
Pro Evolution Soccer 2013,3,2012,11,282,0.05,0.02,0.1,0.01,0.18,0
Pirates: Hunt For Blackbeard's Booty,26,2008,2,17,0.08,0.08,0,0.02,0.18,0
FIFA Soccer 2002,8,2001,11,139,0.14,0.04,0,0,0.18,0
Godzilla (2015),19,2014,1,351,0.1,0.03,0.02,0.03,0.18,0
Race Pro,29,2009,7,54,0.06,0.09,0,0.02,0.18,0
Atari Anniversary Edition Redux,16,2000,4,246,0.1,0.07,0,0.01,0.18,0
Toukiden: The Age of Demons,20,2013,1,506,0,0,0.18,0,0.18,0
Fireblade,17,2002,1,330,0.09,0.07,0,0.02,0.18,0
Mercury Meltdown Revolution,26,2007,1,236,0.16,0,0,0.01,0.18,0
Disney's Tarzan Untamed,8,2001,5,532,0.14,0.04,0,0,0.18,0
WordJong Party,26,2008,6,121,0.17,0,0,0.01,0.18,0
Brunswick Circuit Pro Bowling,16,1998,11,514,0.1,0.07,0,0.01,0.18,0
Cabela's Dangerous Hunts 2009,17,2008,11,19,0.09,0.07,0,0.02,0.18,0
Velvet Assassin,29,2009,9,132,0.14,0.02,0.01,0.01,0.18,0
Ball Breakers,16,2000,1,498,0.1,0.07,0,0.01,0.18,0
Mobile Suit Gundam Seed Destiny: Generation of C.E.,17,2005,1,351,0,0,0.18,0,0.18,0
EyeToy: Groove,17,2003,4,464,0.09,0.07,0,0.02,0.18,0
Twisted Metal: Small Brawl,16,1998,1,999,0.1,0.07,0,0.01,0.18,0
Disgaea 4: A Promise Unforgotten,21,2014,8,371,0.04,0.04,0.08,0.02,0.18,0
Charlie and the Chocolate Factory,8,2005,2,198,0.14,0.04,0,0,0.18,0
Armored Core: Last Raven,17,2005,10,7,0.05,0.04,0.08,0.01,0.18,0
Tomb Raider: Underworld,17,2009,1,138,0.09,0.04,0,0.05,0.18,0
All Grown Up! Express Yourself,7,2004,4,514,0.13,0.05,0,0,0.18,0
College Hoops 2K7,18,2007,11,498,0.16,0,0,0.01,0.18,0
K-1 World Grand Prix,17,2002,11,282,0.04,0.03,0.1,0.01,0.18,0
Skate it,5,2008,11,139,0.14,0.02,0,0.01,0.18,0
Kidou Senshi Gundam: Senjou no Kizuna Portable,20,2009,12,351,0,0,0.18,0,0.18,0
Otomedius Excellent,29,2010,9,999,0.13,0,0.04,0.01,0.18,0
Super Robot Taisen A Portable,20,2008,12,351,0,0,0.18,0,0.18,0
Juiced,30,2005,7,514,0.13,0.04,0,0.01,0.18,0
Looney Tunes: Back in Action,7,2003,5,139,0.13,0.05,0,0,0.18,0
Virtua Tennis,7,2002,11,54,0.13,0.05,0,0,0.18,0
Tales of the Tempest,5,2006,8,351,0,0,0.18,0,0.18,0
SimCity Creator (JP sales),5,2008,10,139,0,0,0.18,0,0.18,0
Biohazard: Revival Selection,18,2011,1,82,0,0,0.18,0,0.18,0
Sonic Riders: Zero Gravity,17,2008,7,452,0.09,0.07,0,0.02,0.18,0
Driver: San Francisco,26,2011,7,532,0.06,0.09,0,0.02,0.18,0
UFC: Sudden Impact,17,2004,3,198,0.09,0.07,0,0.02,0.18,0
Shawn Johnson Gymnastics,26,2010,11,576,0.17,0,0,0.01,0.18,0
NBA Hoopz,17,2001,11,330,0.09,0.07,0,0.02,0.18,0
Captain America: Super Soldier,29,2011,1,452,0.11,0.05,0,0.01,0.18,0
TRON: Evolution,5,2010,1,126,0.12,0.04,0,0.01,0.18,0
Pac-Man World 3,5,2005,5,351,0.16,0,0,0.01,0.18,0
ESPN X Games Skateboarding,7,2001,11,282,0.13,0.05,0,0,0.18,0
Nancy Drew: The Hidden Staircase,5,2008,2,514,0.16,0,0,0.01,0.18,0
Brunswick Cosmic Bowling,26,2010,11,187,0.17,0,0,0.01,0.18,0
Star Wars: Battlefront II,14,2005,9,296,0.02,0.13,0,0.03,0.18,0
Speedball 2100,16,2000,11,143,0.1,0.07,0,0.01,0.18,0
LEGO Island 2: The Brickster's Revenge,16,2001,2,287,0.1,0.07,0,0.01,0.18,0
College Hoops 2K8,29,2007,11,498,0.16,0,0,0.01,0.18,0
FIFA 17,29,2016,11,139,0.03,0.13,0,0.01,0.18,0
Fancy Nancy: Tea Party Time!,5,2010,2,514,0.17,0,0,0.01,0.18,0
Backyard Basketball,7,2004,11,54,0.13,0.05,0,0,0.18,0
Madden NFL 09,30,2008,11,139,0.13,0.04,0,0.01,0.18,0
Scooby-Doo! Unmasked,7,2005,5,514,0.13,0.05,0,0,0.18,0
Summon Night 4,17,2006,8,62,0,0,0.18,0,0.18,0
Pro Yaky? Spirits 5,17,2008,11,282,0,0,0.18,0,0.18,0
NHL 2004,30,2003,11,139,0.13,0.04,0,0.01,0.18,0
Namco Museum: 50th Anniversary,30,2005,4,351,0.13,0.04,0,0.01,0.18,0
You Don't Know Jack,18,2011,4,514,0.16,0,0,0.01,0.18,0
Marvel Super Hero Squad: The Infinity Gauntlet,18,2010,1,514,0.12,0.03,0,0.02,0.18,0
NFL 2K2,30,2002,11,452,0.13,0.04,0,0.01,0.18,0
My French Coach,5,2007,4,532,0.15,0.02,0,0.01,0.18,0
Camp Rock: The Final Jam,5,2010,4,126,0.14,0.02,0,0.01,0.18,0
NBA Starting Five,17,2005,11,999,0.09,0.07,0,0.02,0.18,0
Castlevania Judgment,26,2008,3,282,0.13,0.02,0.01,0.01,0.18,0
Dead or Alive Paradise,20,2010,4,533,0.07,0.02,0.07,0.02,0.17,0
The Suffering: Ties That Bind,17,2005,1,330,0.09,0.07,0,0.02,0.17,0
Disney Sing It: Family Hits,18,2010,4,126,0.11,0.04,0,0.02,0.17,0
Ashes Cricket 2009,18,2009,11,91,0,0.16,0,0.02,0.17,0
EyeToy: Kinetic,17,2005,11,464,0.09,0.07,0,0.02,0.17,0
Petz: Horseshoe Ranch,5,2009,2,532,0.16,0,0,0.01,0.17,0
Army Men: Sarge's Heroes 2,17,2001,9,329,0.09,0.07,0,0.02,0.17,0
Stormrise,18,2009,12,452,0.13,0.02,0,0.02,0.17,0
Yu-Gi-Oh! Zexal World Duel Carnival,3,2013,4,282,0,0.08,0.08,0.01,0.17,0
Winning Eleven: Pro Evolution Soccer 2007,5,2006,11,282,0,0,0.17,0,0.17,0
Green Lantern: Rise of the Manhunters,18,2011,1,558,0.09,0.05,0,0.03,0.17,0
Monkey Island: Special Edition Collection,14,2011,2,296,0,0.14,0,0.04,0.17,0
Broken Sword: Shadows of the Templars - The Director's Cut,5,2009,2,532,0.07,0.09,0,0.02,0.17,0
The Wild Thornberrys: Animal Adventures,16,2000,2,309,0.1,0.07,0,0.01,0.17,0
MotoGP 10/11,18,2011,7,82,0.04,0.1,0,0.04,0.17,0
Jikkyou Powerful Pro Baseball 2016,21,2016,11,282,0,0,0.17,0,0.17,0
SEGA Bass Fishing Duel,17,2002,11,452,0.09,0.07,0,0.02,0.17,0
Teen Titans,7,2003,1,999,0.13,0.05,0,0,0.17,0
Hyperdimension Neptunia U: Action Unleashed,21,2014,1,234,0.07,0.02,0.06,0.03,0.17,0
Sports Illustrated for Kids: Baseball,7,2001,11,61,0.12,0.05,0,0,0.17,0
Fairytale Fights,18,2009,1,408,0.11,0.04,0,0.02,0.17,0
Mark Davis Pro Bass Challenge,17,2002,11,352,0.09,0.07,0,0.02,0.17,0
Rugrats: Royal Ransom,8,2002,5,514,0.13,0.03,0,0,0.17,0
Warriors of Might and Magic,17,2001,2,5,0.09,0.07,0,0.02,0.17,0
Open Season,8,2006,5,532,0.13,0.03,0,0,0.17,0
The Chronicles of Narnia: Prince Caspian,18,2008,1,126,0.14,0.02,0,0.02,0.17,0
Back to the Future: The Game,19,2015,2,508,0.1,0.04,0,0.03,0.17,0
Project Spark,31,2014,4,328,0.11,0.05,0,0.02,0.17,0
Backyard Sports Football: Rookie Rush,5,2010,11,54,0.16,0,0,0.01,0.17,0
Street Fighter: The Movie,16,1995,3,13,0.1,0.07,0,0.01,0.17,0
Lost in Blue 3,5,2007,2,282,0.09,0.02,0.06,0.01,0.17,0
World Championship Poker,7,2004,4,102,0.12,0.05,0,0,0.17,0
Global Defence Force,17,2005,9,153,0,0,0.17,0,0.17,0
Rapala Fishing Frenzy 2009,18,2008,11,17,0.16,0,0,0.01,0.17,0
Major League Baseball 2K6,8,2006,11,498,0.13,0.03,0,0,0.17,0
Major League Baseball 2K9,18,2009,11,470,0.16,0,0,0.01,0.17,0
SaGa 2: Hihou Densetsu - Goddess of Destiny,5,2009,8,474,0,0,0.17,0,0.17,0
Smash Court Tennis Pro Tournament,17,2002,11,464,0.08,0.07,0,0.02,0.17,0
The Cursed Crusade,18,2011,1,132,0.07,0.07,0.01,0.03,0.17,0
Super Robot Taisen L,5,2010,12,351,0,0,0.17,0,0.17,0
The Grim Adventures of Billy & Mandy,8,2006,1,330,0.13,0.03,0,0,0.17,0
NBA Inside Drive 2004,30,2003,11,328,0.13,0.04,0,0.01,0.17,0
The King of Fighters '97,16,1998,3,459,0,0,0.16,0.01,0.17,0
Dungeon Siege III,14,2011,8,474,0.08,0.08,0,0.02,0.17,0
Cabela's Big Game Hunter: Hunting Party,29,2011,11,17,0.16,0,0,0.01,0.17,0
Time Commando,16,1996,1,20,0.1,0.07,0,0.01,0.17,0
Professional Fisherman's Tour: Northern Hemisphere,5,2007,11,7,0.16,0,0,0.01,0.17,0
Iron Chef America: Supreme Cuisine,26,2008,10,121,0.16,0,0,0.01,0.17,0
Kekkaishi: Karasumori Ayakashi Kidan,5,2007,1,351,0,0,0.17,0,0.17,0
Gretzky NHL 2005,17,2004,11,464,0.08,0.07,0,0.02,0.17,0
FaceBreaker,18,2008,3,139,0.13,0.03,0,0.02,0.17,0
Squeeballs Party,5,2009,6,399,0.16,0,0,0.01,0.17,0
NCAA Football 09 All-Play,26,2008,11,139,0.16,0,0,0.01,0.17,0
Yakuza Zero: The Place of Oath,19,2015,1,452,0,0,0.17,0,0.17,0
The Hobbit,8,2003,5,554,0.13,0.03,0,0,0.17,0
The Secret World,14,2012,8,172,0.07,0.08,0,0.02,0.17,0
NHL 2K9,29,2008,11,498,0.15,0.01,0,0.01,0.17,0
X-Men: The Official Game,29,2006,1,17,0.16,0.01,0,0.01,0.17,0
True Crime: New York City,8,2005,1,17,0.13,0.03,0,0,0.17,0
Metal Arms: Glitch in the System,30,2003,9,554,0.13,0.04,0,0.01,0.17,0
PlayStation Move Heroes,18,2011,5,464,0.08,0.06,0,0.03,0.17,0
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,20,2012,1,351,0,0,0.17,0,0.17,0
Ice Age: Dawn of the Dinosaurs,17,2009,1,17,0.08,0.07,0,0.02,0.17,0
ESPN Final Round Golf 2002,7,2001,11,282,0.12,0.05,0,0,0.17,0
MDK2 Armageddon,17,2001,9,551,0.08,0.07,0,0.02,0.17,0
Exhibition Volume 02,30,2003,4,328,0.13,0.04,0,0.01,0.17,0
Watchmen: The End is Nigh - The Complete Experience,18,2009,1,558,0.08,0.07,0,0.02,0.17,0
Fight Night Round 2,8,2005,3,139,0.13,0.03,0,0,0.17,0
Sudoku Gridmaster,5,2006,6,368,0.13,0.03,0,0.01,0.17,0
Disney's Atlantis: The Lost Empire,16,2001,5,464,0.1,0.07,0,0.01,0.17,0
Power Pro Kun Pocket,6,1999,11,282,0,0,0.17,0,0.17,0
The King of Fighters '97,22,1998,3,459,0,0,0.17,0,0.17,0
Tamagotchi no Narikiri Challenge,5,2010,1,351,0,0,0.17,0,0.17,0
Goosebumps HorrorLand,26,2008,2,447,0.16,0,0,0.01,0.17,0
One Piece: Unlimited World Red,21,2014,1,351,0.06,0.04,0.04,0.03,0.17,0
Space Battleship Yamato: Harukanaru Hoshi Iscandar,16,1999,12,351,0,0,0.16,0.01,0.17,0
Sound Novel Evolution 1: Otogirisou Sosei-Hen,16,1999,2,87,0,0,0.16,0.01,0.17,0
Dementium: The Ward,5,2007,9,469,0.15,0.01,0,0.01,0.17,0
Psi-Ops: The Mindgate Conspiracy,30,2004,9,330,0.13,0.04,0,0.01,0.17,0
SWAT: Global Strike Team,30,2003,9,554,0.13,0.04,0,0.01,0.17,0
Despicable Me: The Game,20,2010,5,111,0.05,0.08,0,0.04,0.17,0
MX World Tour Featuring Jamie Little,17,2005,7,407,0.08,0.07,0,0.02,0.17,0
Goblin Commander: Unleash the Horde,17,2003,12,262,0.08,0.07,0,0.02,0.17,0
Hello Kitty: Happy Party Pals,7,2005,4,514,0.12,0.05,0,0,0.17,0
Ringling Bros. and Barnum & Bailey: Circus Friends,5,2009,1,498,0.16,0,0,0.01,0.17,0
Backyard NFL Football '09,17,2008,11,54,0.08,0.07,0,0.02,0.17,0
World Destruction League: Thunder Tanks,17,2000,1,5,0.08,0.07,0,0.02,0.17,0
Shin Megami Tensei IV: Final,3,2016,8,119,0.03,0,0.14,0,0.17,0
Age of Empires III: Complete Collection,14,2009,12,328,0.01,0.12,0,0.03,0.17,0
Finding Nemo: Escape to the Big Blue,5,2006,1,514,0.12,0.04,0,0.01,0.17,0
Backyard Baseball '10,17,2009,11,54,0.08,0.07,0,0.02,0.17,0
Resident Evil Director's Cut: Dual Shock Edition,16,1997,1,82,0,0,0.16,0.01,0.17,0
The Lord of the Rings: Aragorn's Quest,18,2010,1,558,0.1,0.04,0,0.02,0.17,0
Top Spin 2,29,2006,11,498,0.15,0.01,0,0.01,0.17,0
N3 II: Ninety-Nine Nights,29,2010,1,328,0.06,0.07,0.04,0.01,0.17,0
The King of Fighters '95,16,1996,3,464,0,0,0.16,0.01,0.17,0
RoadKill,17,2003,1,330,0.08,0.07,0,0.02,0.17,0
Hanjuku Eiyuu Tai 3D,17,2003,8,474,0,0,0.17,0,0.17,0
.hack//G.U. Vol.3//Redemption,17,2007,8,351,0,0,0.17,0,0.17,0
Chuck E. Cheese's Party Games,26,2010,4,535,0.16,0,0,0.01,0.17,0
Super Robot Taisen Compact 2 Dai-1-Bu,28,2000,12,351,0,0,0.17,0,0.17,0
Looney Tunes: Back in Action,8,2003,5,558,0.13,0.03,0,0,0.17,0
Tak: The Great Juju Challenge,7,2005,5,514,0.12,0.05,0,0,0.17,0
Macross Ultimate Frontier,20,2009,1,351,0,0,0.17,0,0.17,0
Cabela's Legendary Adventures,20,2008,11,17,0.16,0,0,0.01,0.17,0
Jillian Michaels Fitness Ultimatum 2011,26,2010,11,111,0.16,0,0,0.01,0.17,0
Pursuit Force: Extreme Justice,20,2007,1,464,0.07,0.07,0,0.03,0.17,0
Backbreaker,18,2011,11,999,0.16,0,0,0.01,0.17,0
Hunter: The Reckoning Redeemer,30,2003,1,251,0.13,0.04,0,0.01,0.17,0
The Rise of the Argonauts,29,2008,8,91,0.03,0.12,0,0.01,0.17,0
NHL 07,20,2006,11,139,0.13,0.02,0,0.02,0.17,0
Pro Evolution Soccer 2014,20,2013,1,282,0,0.03,0.14,0,0.17,0
Tokyo Xtreme Racer,4,1999,7,191,0,0,0.17,0,0.17,0
